Jointax,Kingdom,Phylum,Class,Order,Family,Genus,GID,site_1,site_2,site_3,site_4,site_5,site_6,site_7,site_8,site_9,site_10,site_11,site_12,site_13,site_14,site_15,site_16,site_17,site_18,site_19,site_20,site_21,site_22,site_23,site_24,site_25,site_26,site_27,site_28,site_29,site_30,site_31,site_32,site_33,site_34,site_35,site_36,site_37,site_38,site_39,site_40,site_41,site_42,site_43,site_44,site_45,site_46,site_47,site_48,site_49,site_50,site_51,site_52,site_53,site_54,site_55,site_56,site_57,site_58,site_59,site_60,site_61,site_62,site_63,site_64,site_65,site_66,site_67,site_68,site_69,site_70,Source,IDs
Actinomycetales_Mycobacteriaceae_Mycobacterium,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,470,0,0,0,0,0.00184060371801951,0,0,0,0.005954507562224604,0,0,0.02323660022720231,0.6550218340611353,0.03359650596337981,0.04810930433945925,0.01710069868568916,0,0,0,0,0.002372948388372553,0.02804262478968031,0.0461714174625161,0,0.005749770009199632,0,0,0.01173846695621552,0,0.01793239487133507,0,0.09877518767285659,0.1625135427952329,0,0.01447282726680657,0.1323348070618665,0.08154478439559006,0,0,0,0,0,0,0,0,0,0.005966349787200191,0,0,0,0,0,0,0,0,0,0.07710100231303006,0,0.007006971937077392,0.003558845510516389,0.07437709185570844,0.00872219799389446,0,0,0.05443658138268917,0,0.05374242720343951,0.6298629121896998,0,0,chk,"['2339752245', '2339752242', '2339752235', '2339752232', '2339752227', '2339752222', '2339752218', '2339752213', '2339752208', '2339752204', '2339752200', '2339752194', '2339752175', '2339752170', '2339752162', '2339752157', '2339752153', '2339752148', '2339752143', '2339752140', '2339752130', '2339752126', '2339752121', '2339752117', '2339752112', '2321841414', '2321841153', '2321840384', '2321839908', '2321839904', '949962640', '949962636', '949962633', '949962632', '949962631', '949962628', '949962626', '949962625', '949962622', '949962621', '949962620', '949962619', '949962618', '949962617', '949962615', '2826624457', '2796555957', '2796522826', '2796495079', '2796484799', '2796465619', '2796451281', '2796434437', '2796393295', '2781004600', '2780960717', '2755488726', '2755481335', '2755419610', '2755405882', '2726698975', '2580584618', '2550911862', '2536310544', '2536310268', '2519676180', '2519675479', '2519661607', '2519644950', '2327401876', '2327232726', '2327154277', '2324310809', '2324292679', '2324254286', '2321352598', '2321350998', '2321344186', '2321303255', '2321300154', '2311139088', '2311136637', '2311135677', '2311111994', '2311111701', '2311106087', '2311099336', '2311091218', '2311083580', '2310440315', '2285385361', '2285353648', '2285353195', '2259099584', '2259096769', '2259062759', '2188521468', '2172675236', '2172674748', '2161611402']"
Caulobacterales_Caulobacteraceae_Mycoplana,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Mycoplana,471,0,0,0,0,0,0,0,0,0,0,5.88385776413405,1.159248166890426,0.55577610162763,0.1511842768352091,0.3656307129798903,0.2540675233302389,0.3176283748014823,0,0,0,0,0.7877428236373835,0.5200359651041286,0,0,0,0,0,0.134331222414124,0.1793239487133507,0,0,0,0,0,0,0,0,0.008470371849324185,0,0,0.08399832003359933,0.1182499014584154,0,0,0,0.04971958156000159,0,0,0,0,0,0,0,0,0,0.2313030069390902,0,0,0.07295633296558596,0,0,0,0,0.2721829069134458,0,0,0,0,0,chk,"['2815432690', '1382135661', '2578432028', '2578432026', '2578432023', '2578432019', '2578432016', '2815432693', '2815432686', '2815432683', '2815432680', '2805779909', '2805093221', '2805093215', '2805093209', '2805093206', '2805093204', '2805093202', '2805093200', '2805078556', '2805078555', '2805078554', '2805078552', '2805078549', '2460828279', '2460828275', '2460828272', '2460828270', '2460828267', '2460828264', '1891576295', '1891576294', '1891576293', '1891576292', '2637031051', '2505756754', '2505756753', '2505756752', '2505756751', '2505756750', '2505756749', '2505756748', '2505756747', '2505756746', '2505756745', '2505756744', '2505756743', '2505756742', '2505756741', '2505756740', '2387235825', '2147552887', '1059433224', '1846443388', '1769156790', '1769156786', '1769156785', '1769156784', '1716966343', '1109168003', '636560069', '636560068', '631252542', '631252414', '343202901', '343202894', '1407776428', '1407776262', '1407776185', '301071079', '1219688526', '1219688201', '1219687423', '1219687421', '1219686367', '1219686320', '1043916071', '695102758', '695102750', '695102722', '695102645', '695102631', '695102613', '802131290', '686478314', '291202272', '651254672', '651254657', '651254628', '577701069', '577701059', '284010033', '284010032', '485091278', '444189341', '413958060', '413958059', '380704315', '375312741', '359803870']"
Neisseriales_Neisseriaceae_Neisseria,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,474,0,0,0,0,0,0,0,0,0,0,0.1534919416730622,0.01549106681813488,0.1190948789202064,0.352763312615488,1.938804964880208,0.08794645038354423,0.05293806246691372,0,0,0,0,0.1759037373170856,0.1044932079414838,0.004966229638458482,0,0,0,0.03130257854990805,0.3070427940894262,0.07621267820317404,0,0,0,0,0.01447282726680657,0.003007609251406057,0,0,0,0,0.003751359867952133,0.0629987400251995,0,0,0.1388009217459269,0,0.02784296567360089,0,0,0,0.0527445345749518,0,0,0,0,0.0008407035006893769,0.01542020046260601,0,0,0.1441332431759138,0,0,0,0,0,0,0,0,0,0,chk,"['545068913', '545068880', '545068702', '545068654', '545068627', '545068603', '545068459', '545068215', '545068018', '545067973', '545067923', '545067910', '545067695', '545067623', '545067146', '545067139', '545067106', '545067061', '545067016', '545066962', '545066942', '545066940', '545066908', '545066852', '545066714', '545065959', '545065956', '545065942', '545065891', '545065370', '545065322', '545065313', '545065278', '545065245', '545065207', '545065154', '545065147', '545065072', '545064936', '545064914', '545064903', '545064847', '545064791', '545064740', '514983276', '514983234', '514983112', '514982985', '514982984', '514982959', '514982955', '514982952', '498490219', '498490200', '498490173', '498490054', '498489542', '498489512', '498489486', '498489411', '498489401', '498489395', '498489367', '498489365', '498489345', '487632681', '487632479', '487632064', '487631626', '487630668', '487629609', '487629110', '487628952', '487626966', '487620770', '487620533', '487620484', '487620428', '487618024', '487617941', '487617763', '487617498', '487617053', '487616417', '487615890', '487614850', '487614192', '487612806', '487612705', '487612582', '487608327', '487608303', '487608133', '487608052', '487604979', '487604970', '487603441', '487601844', '487601507', '487601040']"
Sphingomonadales_Sphingomonadaceae_Novosphingobium,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,491,0.0861697544161999,0.07588692847656991,0.220967345936656,0.03966767305022368,0.09387078961899503,0,0.05335273432763429,2.31,0.2232940335834226,7.58,0.8697876694806856,0.3098213363626975,2.759031361651449,0.5543423483957669,1.332627730203021,21.15600723115259,0.8470089994706195,0.3649175789606141,0,17.27824328228835,0.806802452046668,1.455667159537042,1.824986027071031,0.1191895113230036,0.4456071757129715,0.9870417777308595,0,1.193410807215245,0.3646133179811936,0.636600017932395,0,1.353220071118135,3.14192849404117,57.39,2.95245676242854,4.700893259947668,1.732011220562333,0.02355964874705505,0.09922435594922616,0,0.6902502157031924,0.4619907601847963,0,0.31,0.008085490587141374,6.363440396637206,0.186945626665606,0.01404889013767912,1.1,0.05178440426358261,0.0109126623258521,0.009953972829635765,0,0.08587786259541985,3.389860078858299,7.341863671520328,1.495759444872783,3.362151777137368,2.25624496373892,1.469803195843268,0.7995537374488657,0.7283035324901875,0.9015256588072121,0,0.5443658138268916,0,1.397303107289428,0.02117186259461176,0,3.2,chk-core-us,"['2873344260', '2590515287', '2508041327', '2508041323', '2731726213', '2362281980', '2046141203', '1893746322', '1056668142', '935540509', '2873258510', '2578770512', '2578770448', '2578770392', '2578770387', '2578770376', '2578770366', '2578770294', '2578770275', '2578770168', '2578770070', '2578770057', '2578770046', '2578770037', '2577576400', '1784045061', '1300237479', '326439146', '326439144', '326439143', '326439141', '326439140', '326439138', '326439137', '326439134', '326439133', '326439132', '326439131', '326439130', '2866352447', '2866352446', '2866352445', '2866352444', '1893768658', '1893768657', '1893768656', '1893768655', '1893768654', '1893768653', '1893768652', '1893768651', '1893768650', '1893768649', '1893768648', '1893768647', '1893768646', '1893768645', '1893768644', '1893768643', '1893768641', '1893768640', '1893768639', '1893768638', '1893768637', '1893768636', '1893768635', '1393436120', '1393436119', '1393436104', '1393436103', '973412006', '746242505', '746242349', '746242342', '746242316', '746242285', '746242267', '746242241', '746242224', '746242215', '746242210', '746242203', '746242196', '746242191', '746242175', '746242165', '746242128', '2362282122', '2362282117', '2362282104', '2362282095', '2362282089', '2362282084', '2362282077', '2362282063', '2362282058', '2362282047', '2362282037', '2362282034', '2362282030']"
Actinomycetales_Cellulomonadaceae_Oerskovia,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,Oerskovia,497,0,0,0,0,0,0,0,0,0,0,0,0,0.03969829297340214,0.2015790357802789,0.00962186086789185,0.01954365564078761,0,0,0,0,0,0.007647988579003722,0.01701052222303225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chk,"['2815921019', '2729275054', '1057257974', '1057257973', '1057257971', '1057257970', '1057257969', '1057257968', '1057257967', '1927094643', '1927094642', '1927094641', '1927094640', '1927094639', '1927094638', '1927094637', '1927094636', '1927094635', '1927094634', '1927094633', '1927094632', '1927094631', '1927094630', '1927094629', '1927094628', '2861067940', '1912913715', '1912913711', '1912913708', '1912913702', '1912913699', '1912913696', '1912906383', '1912906380', '1912906378', '1912906375', '1912906373', '1912906370', '1912898502', '1912898501', '1912898500', '1912898499', '1912898498', '1912898497', '1912898496', '1912898495', '1912898494', '2854089181', '2853992206', '2853992205', '2826901122', '2826901115', '2826901111', '2826901107', '2826901104', '2826901097', '2826901088', '2826901084', '2826741580', '2826741576', '2815981225', '2815981222', '2815981219', '2815981212', '2815981209', '2815981206', '2815981203', '2815981200', '2815981196', '2815981192', '2815981190', '2815981187', '2815981185', '2815981183', '2815981180', '2815981176', '2815981173', '2815981170', '2815981166', '2815981162', '2815981159', '2815981156', '2815981153', '2815981150', '2815981148', '2815981144', '2815981141', '2815981138', '2815981134', '2815981131', '2815981127', '2815981123', '2815981121', '2815981118', '2815981114', '2815921049', '2815921046', '2815921044', '2815921041', '2815921040']"
Opitutales_Opitutaceae_Opitutus,Bacteria,Pvc_group,Verrucomicrobia,Opitutales,Opitutaceae,Opitutus,503,0,0,0,0,0.007362414872078041,0,0.01455074572571844,15.62,0.1786352268667381,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0.003007609251406057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00436109899694723,0,0,0,0,0,0,0,0,chk,"['1381958996', '1381958995', '1381958994', '2554017629', '2554017628', '1952961530', '1952961525', '1090864076', '1933068931', '1885537472', '444439663', '265678585', '1407422488', '1378108345', '1378108337', '1378108301', '1368651383', '1368650306', '1368650259', '1368650113', '1368650045', '1356470559', '1279395302', '407357585', '1209419366', '1209419365', '1209419331', '1209419330', '1208596276', '1208596275', '1208596274', '1208596273', '1208596210', '1208596209', '1031987993', '1188269893', '1145153219', '1115571317', '942543246', '1020273363', '140326187', '927920380', '927920378', '726973727', '409182346', '694178907', '694178891', '694178878', '694178848', '219811641', '219811507', '219811130', '672229822', '672229384', '672229278', '630060300', '589482118', '558707114', '558025691', '557749525', '545341958', '545341945', '375076341', '512764533', '389546837', '389545306', '389545305', '310755504', '310755168', '310755162', '310755071', '310754959', '310754759', '409054277', '409054243', '385769420', '333034769', '375271693', '375271692', '375271691', '375271690', '375271688', '375271687', '375271686', '375271685', '375271684', '375271683', '375271682', '375271681', '375271677', '375271675', '375271674', '375271671', '375271670', '375271669', '375271667', '375271664', '375271663', '375271662', '375271661']"
Clostridiales_Clostridiaceae_Oxobacter,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Oxobacter,512,0,0,0,0,0,0,0,0,0,0,0,0.01549106681813488,0.1389440254069075,0,0.004810930433945925,0.007328870865295353,0,0,0,0,0,0.0101973181053383,0.002430074603290321,0,0,0,0,0,0,0.004483098717833767,0,0,0,0,0,0,0,0,0,0,0,0.02099958000839983,0,0,0,0,0.001988783262400064,0,0,0,0,0,0,0,0,0,0,0,0,0.01245595928680736,0,0,0,0,0.3810560696788242,0,0,0,0,0,chk,"['939330616', '939330613', '939330612', '939330611', '939330606', '939330605', '939330604', '939330602', '939330601', '939330599', '939330597', '939330596', '939330595', '939330594', '939330593', '939330591', '939330589', '939330572', '939330569', '939330565', '939330562', '939330560', '939330551', '695134884', '695134883', '695134882', '695134881', '265678960', '939116665', '930596362', '563785052', '563785049', '671695952', '671695951', '671695950', '671695949', '558707111', '45238877', '572658']"
Rhodobacterales_Rhodobacteraceae_Paracoccus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,526,0.1507970702283498,0.7019540884082717,0.220967345936656,0.7096105956762236,0.1822197680839315,0,0.09943009579240936,0,0.1935214957722996,0,0.07674597083653108,0.0335639781059589,0,1.243070720645053,1.27489656499567,0.1685640299017931,0.1058761249338274,0.0880835535422172,0,0,0,0.08667720389537552,0.3961021603363223,0,0.0546228150873965,0.001319574569158903,0.5435135310532806,0.0665179794185546,0.01919017463058914,0.02241549358916883,0,0.03951007506914263,0.02708559046587215,3.1,0.3762935089369708,0.009022827754218171,0.003261791375823602,0.08567144998929106,0.02057090306264445,1.855579096045198,0.04501631841542559,0.02099958000839983,0.009854158454867954,0,0.002695163529047125,0,0.01392148283680045,0,1.66,0,0,0.0003981589131854306,0,0,0,0.3404849177791976,0.3855050115651504,0.1344860710854947,0.7567529692043583,0.01245595928680736,0.05578281889178133,0.05233318796336677,0.02311604253351826,0,0,0,0,0,0,0,chk,"['2874143706', '2874143702', '2874143700', '2874143699', '2874143698', '2874143695', '2874143690', '2874143687', '2874143686', '2874143685', '2874143683', '2874143682', '2874143680', '2874143678', '2874143677', '2874143676', '2874143674', '2874143673', '2874143672', '2874143671', '2874143670', '2874143669', '2874143668', '2874143667', '2874143666', '2874143665', '2874143664', '2874143663', '2874143662', '2874143661', '2874143660', '2874143659', '2874143658', '2874143657', '2874143656', '2874143655', '2874143654', '2874143653', '2874143652', '2874143651', '2874143650', '2874143649', '2874143648', '2874143646', '2874143645', '2874143644', '2874143643', '2874143642', '2874143641', '2874143640', '2874143639', '2874143638', '2874143637', '2874143636', '2874143635', '2874143634', '2872534874', '2872534873', '2872464483', '2573224581', '2573224578', '2573224576', '2573224573', '2573224571', '2573224569', '2573224567', '2573224562', '2573224560', '2573224557', '2573224555', '2573224552', '2573224550', '2573224547', '2573224545', '2573224543', '2573224541', '2573224540', '2573224538', '2573224536', '2573224535', '2573224532', '2573224529', '2573224527', '2573224524', '2573224522', '2573224520', '2573224518', '2573224516', '2850609401', '2582810209', '2085948535', '2052551775', '2052551764', '1966592512', '1951714978', '1778925731', '1705316748', '1695178822', '1615142299', '1435793792']"
Caulobacterales_Caulobacteraceae_Phenylobacterium,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,549,0.2154243860404998,0.3035477139062797,0.3068990915786889,0.2291909998457368,0.3349898766795509,0,0.2012853158724384,0,0.4138382755746099,0,0.0255819902788437,0.1962201796963751,0.1984914648670107,0,0.02405465216972963,0.06107392387746129,0,2.705423430225242,0,0,0,0.06118390863202978,0.3669412650968384,0,0.8825896964121436,0.3998310944551476,0,7.160464843291465,0.134331222414124,0.6276338204967273,0,0.0493875938364283,0.6771397616468039,0,1.432809899413851,0.8631838551535385,0.06686672320438386,0,0,0,0,0.1679966400671987,0,0,0.001347581764523563,0,0.04773079829760152,0,0,0,0,0.001194476739556292,0,0,0,0.1723442176413222,1.264456437933693,1.364073006724304,1.261254948673931,0.05872095092352041,0.3904797322424693,0.5276929786306149,0.6472491909385114,0,0.1088731627653783,0,0,0,5.11,1.25,chk,"['2873827928', '2839601907', '2868812339', '2815649023', '2815649022', '2815649021', '2815649020', '2815649018', '2815649017', '2815649016', '2815649014', '2815649012', '2815649009', '2815649008', '2815649007', '2578778250', '2578778245', '2578778242', '2578778241', '2578778234', '2578778232', '2578778223', '2578778205', '2578778188', '2578778182', '2578778181', '2578778176', '2578778172', '2578778169', '2578778163', '2578778159', '2578778158', '2578778154', '2578778153', '2578778127', '2578778120', '2578778105', '2578778097', '2578778095', '2578778085', '2578778083', '2578778082', '2578778075', '2578778069', '2578778065', '2578778062', '2578778057', '2578778050', '2578778045', '2578778007', '2578778002', '2578777995', '2578777993', '2578777989', '2578777983', '2578777980', '2578777977', '2578777971', '2578777970', '2578777956', '2578777951', '2578777944', '2578777924', '2578777923', '2578777918', '2578777916', '2869686980', '2868819041', '2868812377', '2868812375', '2649199439', '2649199435', '2649199426', '2649199311', '2649199217', '2649199155', '2649199127', '2649199094', '2649199083', '2649199000', '2649198972', '2649198940', '2649198930', '1408156390', '2577600687', '2577600677', '2577600671', '2577600658', '2577600634', '2577600629', '2577600628', '2577600604', '2577600594', '2577600593', '2577600591', '2577600572', '2577600571', '2577600569', '2577600560', '2577600552']"
Sphingomonadales_Erythrobacteraceae_Porphyrobacter,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter,564,0,0.01897173211914248,0.01227596366314756,0.01542631729730921,0.03313086692435119,0,0.04365223717715533,0,0.04168155293557223,0.62,0,0,0,0,0,0,0,0.201333836667925,0,0.01444669170759896,0,0,0,0,0.005749770009199632,0,0,0.003912822318738506,0,0,0,0,0,0,0,0.006015218502812114,0.004892687063735403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003362814002757508,0,0,0.007006971937077392,0,0.05578281889178133,0.00436109899694723,0,0,0,0,0,0.01587889694595882,0,0,chk,"['2868819039', '2868812378', '2868812373', '2755289019', '2755289014', '1824157659', '1824157658', '1824157657', '1056891986', '1056891958', '1056891949', '1056891944', '1056891928', '1056891921', '1056891918', '1056891915', '1056891842', '1056891715', '1056891691', '1056891681', '1056891653', '1056891528', '1056891525', '1056891506', '1056891483', '1056891480', '1056891404', '1056891400', '1056891373', '1056891348', '1056891321', '1056891317', '1056891283', '1056891266', '1056891158', '1056891148', '1056891117', '1056891094', '1056891044', '1056891011', '1056890992', '1056890946', '1056890942', '1056890932', '1056890878', '1325922099', '1325922098', '1325922097', '1325922096', '1325922095', '1325922094', '1325922093', '1325922092', '1325922091', '1325922090', '1325922089', '1325922088', '1325922087', '1325922086', '930015858', '930015855', '484033380', '484033361', '484033344', '484033188', '484033180', '145572945', '2091965219', '2329233588', '1800414608', '1800414607', '1800414606', '1800414605', '1800414604', '1800414602', '1800414601', '1800414600', '1800414599', '1797096068', '2180933932', '2062387353', '2027881863', '2027881858', '2027881855', '2027881852', '2027881849', '2027881846', '2027881844', '2027881840', '2027881837', '2027881833', '2027881832', '2027881820', '2027881819', '1821701656', '1821701655', '1869312465', '1950347806', '1950347770', '1840528746']"
Bacteroidales_Prevotellaceae_Prevotella,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,566,0,0,0,0,0,0,0,0,0,0,0.1534919416730622,0.03098213363626975,0.05954743946010321,2.536536200235175,0.1154623304147022,0.1319196755753164,0,0,0,0,0,0.0892265334217101,0.1312240285776773,0.004966229638458482,0,0,0,0,0.4605641911341394,0.04931408589617144,0,0,0,0,0,0,0,0.3469693724566288,0.1560968526518314,0,0,0.04199916001679967,0.1379582183681514,0,0,0,0.007955133049600256,0.2809778027535825,0,0,0,0,0,0,0,0.116017083095134,0,0,0,0.01957365030784014,0,0,0,0,0,0,0,0,0,0,chk,"['2796461632', '2791569889', '2791525691', '2573037518', '2573032844', '2538471362', '2536919617', '2525536326', '2468210981', '2232077631', '1469313903', '763201136', '763198038', '739003553', '738979631', '738978570', '640637071', '647601918', '647601899', '647601897', '647601891', '647601886', '647601882', '647601878', '647601874', '647601873', '647601870', '647601866', '647601860', '647601854', '647601852', '647601849', '647601844', '647601842', '647601836', '647601829', '647601825', '647601821', '647601819', '647601817', '647601814', '647601812', '647601809', '647601807', '647601804', '647601801', '647601799', '647601796', '647601795', '647601793', '647601790', '647601786', '647601782', '647601770', '647601765', '647601757', '647601750', '640554192', '640554191', '640554184', '640554183', '640554181', '640554179', '640554175', '640554174', '640554173', '640554172', '484061809', '484061792', '484061778', '340348737', '340348736', '340348735', '340348734', '340348733', '340348732', '340348731', '340348730', '340348729', '340348728', '340348727', '340348726', '340348725', '340348724', '340348723', '340348722', '340348721', '340348720', '340348719', '2869630796', '2074436617', '2074436611', '2074436605', '2074436602', '2074436599', '2074436595', '2074436592', '2074436590', '2074436587', '2074436584']"
Actinomycetales_Micrococcaceae_Pseudarthrobacter,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Pseudarthrobacter,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1271186440677966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09668090257927833,0,0,0,0,0,0,0,0,0,0,0.107484854406879,10.06722066373789,0,0,chk,"['2874350428', '2862823485', '2862823483', '2862823481', '2862823479', '2862823474', '2741131260', '2741131237', '2741131222', '2870590434', '2769370363', '2737785209', '2578263391', '2520238965', '2504867147', '2310467226', '2871849523', '2871849014', '2871849005', '2871849002', '2871848994', '2871848982', '1906036452', '1906036447', '1906036445', '2578117459', '2578117458', '2578117457', '2578117452', '2578117450', '2578117447', '2578117444', '2578117442', '2578117440', '2578117437', '2578117434', '2578117431', '2870590466', '2870590465', '2870590464', '2870590463', '2870590462', '2870590461', '2870590460', '2870590457', '2870590456', '2870590454', '2870590453', '2870590452', '2870590451', '2870590449', '2870590448', '2870590446', '2870590445', '2870590444', '2870590443', '2870590442', '2870590441', '2870590439', '2870590438', '2870590437', '2870590435', '2870590433', '2870590432', '2870590431', '2870590429', '2870590428', '2870590426', '2870590425', '2870590423', '2870590422', '2870590421', '2870590420', '2870590419', '2870590417', '2870590416', '2870590415', '2870590414', '2870590413', '2870590412', '2870590411', '2870590410', '2870590409', '2870590408', '2870590407', '2870590406', '2870590405', '2870590404', '2870590403', '2870590402', '2870590401', '2870590400', '2870590399', '2866376444', '2866376442', '2866376440', '2866245992', '2865706843', '2865706841', '1910128325']"
Vibrionales_Pseudoalteromonadaceae_Pseudoalteromonas,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Pseudoalteromonadaceae,Pseudoalteromonas,584,0,0,0,0,0,0,0,0,0,0,0.07674597083653108,0.1187648456057007,0.05954743946010321,0.05039475894506971,2.362166843067449,0.08550349342844579,0.2117522498676549,0,0.0002414916455965206,0,0,0.1325651353693978,0.05346164127238706,0,0,0,0,0,1.823066589905968,0.1613915538420156,0,0,0,0,0,0,0,0.05782822874277147,0.07260318727992159,0,0,0.2099958000839983,0,0,0,0,0.5568593134720178,0,0,0,0,0,0,0,0,0,0.1233616037008481,0,0,0.09786825153920069,0,0,0,0,0.1633097441480675,0,0,0,0,0,chk,"['2863932830', '2863932828', '2863932825', '2863932822', '2863932811', '2863932778', '935579251', '935579245', '935579242', '935579240', '935579233', '935579226', '935579223', '935579219', '935579216', '935579212', '935579209', '935579206', '935579203', '935579196', '935579193', '935579190', '935579186', '935579183', '935579172', '935579169', '935579166', '935579162', '935579159', '935579153', '935579148', '935579145', '935579143', '935579140', '935579137', '935579133', '935579129', '935579125', '935579121', '935579118', '935579113', '935579110', '935579107', '935579104', '935579101', '935579097', '935579094', '935579091', '935579088', '935579084', '935579076', '935579072', '935579069', '935579066', '935579063', '935579060', '935579057', '2623593645', '2623593644', '2623593641', '2623593638', '2623593633', '2623593629', '2623593628', '2623593626', '2623593624', '2623593619', '2623593613', '2623593609', '2623593606', '2623593603', '2623593602', '2623593601', '2623593600', '2623593599', '2623593598', '2623593596', '2623593587', '2623593586', '2623593584', '2623593575', '2623593572', '2623593569', '2623593566', '2623593564', '2623593559', '2623593557', '2623593556', '2623593553', '2623593552', '2623593549', '2623593540', '2623593537', '2623593535', '2623593527', '2623593515', '2623593513', '2623593507', '2623593501', '2623593498']"
Lactobacillales_Streptococcaceae_Streptococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,687,0.0861697544161999,0.1138303927148549,0.1718634912840658,0.1035767018533618,0.08466777102889747,0,0.04122711288953559,0,0.04465880671668453,0,1.483755436172934,0.7254982959826499,0.8932115919015483,16.44548966907442,1.356682382372751,0.8843504177456394,8.893594494441503,0.06291682395872657,0,0,0.0007909827961241842,0.9661958904808036,7.822410147991543,0.3128724672228844,0.008624655013799448,0,0.08761113634888701,0.007825644637477012,1.650355018230666,0.7621267820317403,0,0.493875938364283,0.1083423618634886,0,0.02894565453361314,0.1022587145478059,0.09622284558679627,0.06639537374170058,0.09317409034256603,0.001765536723163842,0.007502719735904265,5.690886182276354,0.04927079227433977,0,0.9379169081083996,0.05173528777753827,4.880474125929756,0.04214667041303737,0,0,0.2218908006256593,0,1.114421273309059,0.001908396946564886,0.001744652639659444,0,0.4780262143407864,0.01921229586935639,0.05255228952808044,0.9306381010000355,0.01859427296392711,0.00436109899694723,0,0,0.979858464888405,0,0,0,0,0,chk-core-us,"['2874254925', '2130558661', '2130558657', '2130558656', '2130558655', '2130558654', '2130558653', '2130558651', '2130558650', '2130558649', '2130553882', '2130553881', '2130553880', '2130553879', '2130553877', '2130553668', '2130553667', '2130553666', '2130553665', '2130553664', '2130553663', '2130553661', '2130553660', '2130553659', '2130553658', '2130553564', '2130553563', '2130553562', '2130553561', '2130553560', '2130553559', '2130553475', '2130553474', '2130553473', '2130553471', '2130553470', '2130553469', '2130553468', '2130553467', '2130553466', '694116746', '694116715', '694116714', '694116711', '694116703', '694116693', '481027873', '481027276', '481027258', '481027254', '481027253', '481027252', '481027241', '481027184', '481027170', '481027169', '481027164', '481027157', '481027155', '481027149', '481027144', '481027114', '481027108', '481027103', '481027100', '481027099', '481027097', '481027096', '481027094', '481027081', '481027080', '481027079', '481027078', '481027017', '481027011', '481027000', '481026989', '481026988', '481026987', '481026986', '481026981', '481026979', '481026976', '481026975', '481026974', '481026973', '481026972', '481026971', '481026969', '481026968', '481026721', '481026711', '481026698', '481026696', '481026692', '481026678', '481026676', '481026675', '481026671', '481026666']"
